tagName;className;location['x'];location['y'];isLink;hasCurrencySIgn;hasPercantage;hasNumber;hasPriceInName;innerText[:100]
a;js-dictionary;679;4419;True;False;False;False;False;ekran
span;attribute-value;715;4419;False;False;False;True;False;32 cale, full hd, 1920 x 1080
a;js-dictionary;679;4439;True;False;False;False;False;smart tv
span;attribute-value;732;4439;False;False;False;False;False;tak
a;js-dictionary;679;4459;True;False;False;False;False;częstotliwość odświeżania ekranu
span;attribute-value;863;4459;False;False;False;True;False;50 hz
span;attribute-name;679;4479;False;False;False;False;False;funkcje
a;fancydict;726;4479;True;False;False;False;False;smart
a;fancydict;763;4479;True;False;False;False;False;wi-fi
a;fancydict;798;4479;True;False;False;False;False;usb - multimedia
a;fancydict;894;4479;True;False;False;False;False;usb - nagrywanie
a;fancydict;679;4494;True;False;False;True;False;hdmi x2
a;fancydict;732;4494;True;False;False;True;False;usb x2
div;name;695;4536;False;False;False;False;False;ekran:
div;value;740;4536;False;False;False;True;False;32 cale
a;
											variant-item
											js-variant-item
											 active-item variant-one
											;685;4570;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;4607;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;4644;True;False;False;False;False;
a;depositories-button js-depositories;627;4648;True;False;False;False;False;obejrzyj w sklepie
a;call-button js-call;772;4647;True;False;False;False;False;zadzwoń i zamów
span;tab-price;1156;4312;False;True;False;True;True;od  945 zł
div;price-normal selenium-price-normal;1033;4338;False;True;False;True;True;1 049 zł
span;price-instalments-label;1072;4408;False;False;False;False;True;raty:
a;price-instalments selenium-price-instalments js-scroll-by-hash;1125;4408;True;True;True;True;True;26,22 zł x 40 rat 0%
a;;1033;4514;True;False;False;False;False;wejdź do sklepu philips!
a;;1033;4534;True;False;False;False;False;darmowy transport
a;shop-delivery-action js-shop-delivery;1033;4558;True;False;False;False;False;do odbioru: już jutro!
span;;1055;4584;False;False;False;False;False;do domu:
button;add-to-cart add-to-cart-big btn-type-add_to_cart js-add-to-cart selenium-add_to_cart-button;1033;4612;False;False;False;False;False;do koszyka
a;js-save-keyword selenium-lp-product-link;409;4703;True;False;False;True;False;toshiba 55t6863dg
em;;498;4734;False;False;False;True;False;(74 opinie)
a;;567;4736;True;False;False;False;False;telewizor led
a;product-brand;642;4736;True;False;False;False;False;toshiba
a;energy-card js-energy-card;786;4766;True;False;False;False;False;karta produktu
a;js-dictionary;679;4869;True;False;False;False;False;ekran
span;attribute-value;715;4869;False;False;False;True;False;55 cali, 4k uhd, 3840 x 2160
a;js-dictionary;679;4889;True;False;False;False;False;smart tv
span;attribute-value;732;4889;False;False;False;False;False;tak
a;js-dictionary;679;4909;True;False;False;False;False;częstotliwość odświeżania ekranu
span;attribute-value;863;4909;False;False;False;True;False;50 hz
span;attribute-name;679;4929;False;False;False;False;False;funkcje
a;fancydict;726;4929;True;False;False;False;False;hdr
a;fancydict;757;4929;True;False;False;False;False;smart
a;fancydict;794;4929;True;False;False;False;False;wi-fi
a;fancydict;829;4929;True;False;False;False;False;usb - multimedia
a;fancydict;679;4929;True;False;False;False;False;usb - nagrywanie
a;fancydict;745;4944;True;False;False;False;False;bluetooth
a;fancydict;805;4944;True;False;False;True;False;hdmi x3
a;fancydict;858;4944;True;False;False;True;False;usb x2
div;name;695;4986;False;False;False;False;False;ekran:
div;value;740;4986;False;False;False;True;False;55 cali
a;
											variant-item
											js-variant-item
											 variant-one
											;685;5020;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;5057;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 active-item variant-one
											;685;5094;True;False;False;False;False;
a;depositories-button js-depositories;627;5171;True;False;False;False;False;obejrzyj w sklepie
a;call-button js-call;772;5170;True;False;False;False;False;zadzwoń i zamów
span;tab-price;1151;4705;False;True;False;True;True;od  1 522 zł
div;price-normal selenium-price-normal;1033;4829;False;True;False;True;True;1 599 zł
div;price-old;1101;4884;False;True;False;True;True;1 719 zł
strong;;1166;4904;False;False;False;True;False;tydziencud175
span;price-instalments-label;1072;4951;False;False;False;False;True;raty:
a;price-instalments selenium-price-instalments js-scroll-by-hash;1125;4951;True;True;True;True;True;34,38 zł x 50 rat 0%
a;;1033;5056;True;False;False;False;False;darmowy transport
a;shop-delivery-action js-shop-delivery;1033;5081;True;False;False;False;False;do odbioru: już jutro!
span;;1055;5107;False;False;False;False;False;do domu:
button;add-to-cart add-to-cart-big btn-type-add_to_cart js-add-to-cart selenium-add_to_cart-button;1033;5134;False;False;False;False;False;do koszyka
a;js-save-keyword selenium-lp-product-link;409;5236;True;False;False;True;False;sony kdl-40we660
em;;498;5267;False;False;False;True;False;(125 opinii)
a;;571;5269;True;False;False;False;False;telewizor led
a;product-brand;646;5269;True;False;False;False;False;sony
a;energy-card js-energy-card;786;5299;True;False;False;False;False;karta produktu
a;js-dictionary;679;5402;True;False;False;False;False;ekran
span;attribute-value;715;5402;False;False;False;True;False;40 cali, full hd, 1920 x 1080
a;js-dictionary;679;5422;True;False;False;False;False;smart tv
span;attribute-value;732;5422;False;False;False;False;False;tak
a;js-dictionary;679;5442;True;False;False;False;False;częstotliwość odświeżania ekranu
span;attribute-value;863;5442;False;False;False;True;False;50 hz
span;attribute-name;679;5462;False;False;False;False;False;funkcje
a;fancydict;726;5462;True;False;False;False;False;hdr
a;fancydict;757;5462;True;False;False;False;False;smart
a;fancydict;794;5462;True;False;False;False;False;wi-fi
a;fancydict;829;5462;True;False;False;False;False;usb - multimedia
a;fancydict;679;5462;True;False;False;False;False;usb - nagrywanie
a;fancydict;745;5477;True;False;False;True;False;hdmi x2
a;fancydict;798;5477;True;False;False;True;False;usb x2
div;name;695;5519;False;False;False;False;False;ekran:
div;value;740;5519;False;False;False;True;False;40 cali
a;
											variant-item
											js-variant-item
											 variant-one
											;685;5553;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 active-item variant-one
											;685;5590;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;5627;True;False;False;False;False;
a;depositories-button js-depositories;627;5613;True;False;False;False;False;obejrzyj w sklepie
a;call-button js-call;772;5612;True;False;False;False;False;zadzwoń i zamów
div;price-normal selenium-price-normal;1033;5324;False;True;False;True;True;1 799 zł
span;price-instalments-label;1072;5394;False;False;False;False;True;raty:
a;price-instalments selenium-price-instalments js-scroll-by-hash;1125;5394;True;True;True;True;True;35,98 zł x 50 rat 0%
a;;1033;5499;True;False;False;False;False;darmowy transport
a;shop-delivery-action js-shop-delivery;1033;5524;True;False;False;False;False;do odbioru: już jutro!
span;;1055;5550;False;False;False;False;False;do domu:
button;add-to-cart add-to-cart-big btn-type-add_to_cart js-add-to-cart selenium-add_to_cart-button;1033;5577;False;False;False;False;False;do koszyka
a;js-save-keyword selenium-lp-product-link;409;5668;True;False;False;True;False;samsung qled qe43q60rat
em;;498;5699;False;False;False;True;False;(12 opinii)
a;;564;5701;True;False;False;False;False;telewizor qled
a;product-brand;649;5701;True;False;False;False;False;samsung
a;energy-card js-energy-card;786;5731;True;False;False;False;False;karta produktu
a;js-dictionary;679;5834;True;False;False;False;False;ekran
span;attribute-value;715;5834;False;False;False;True;False;43 cale, 4k uhd, 3840 x 2160
a;js-dictionary;679;5854;True;False;False;False;False;smart tv
span;attribute-value;732;5854;False;False;False;False;False;tak
span;attribute-name;679;5874;False;False;False;False;False;funkcje
a;fancydict;726;5874;True;False;False;False;False;hdr
a;fancydict;757;5874;True;False;False;False;False;smart
a;fancydict;794;5874;True;False;False;False;False;wi-fi
a;fancydict;829;5874;True;False;False;False;False;dlna
a;fancydict;867;5874;True;False;False;False;False;usb - multimedia
a;fancydict;679;5874;True;False;False;False;False;usb - nagrywanie
a;fancydict;745;5889;True;False;False;False;False;bluetooth
a;fancydict;805;5889;True;False;False;False;False;obsługa głosowa
a;fancydict;898;5889;True;False;False;True;False;hdmi x4
a;fancydict;951;5889;True;False;False;True;False;usb x2
div;name;695;5931;False;False;False;False;False;ekran:
div;value;740;5931;False;False;False;True;False;43 cale
a;
											variant-item
											js-variant-item
											 active-item variant-one
											;685;5965;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;6002;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;6039;True;False;False;False;False;
a;depositories-button js-depositories;627;5968;True;False;False;False;False;obejrzyj w sklepie
a;call-button js-call;772;5967;True;False;False;False;False;zadzwoń i zamów
div;price-normal selenium-price-normal;1033;5659;False;True;False;True;True;3 199 zł
span;price-instalments-label;1072;5729;False;False;False;False;True;raty:
a;price-instalments selenium-price-instalments js-scroll-by-hash;1125;5729;True;True;True;True;True;63,98 zł x 50 rat 0%
a;;1033;5834;True;False;False;False;False;darmowy transport
a;shop-delivery-action js-shop-delivery;1033;5859;True;False;False;False;False;do odbioru: już jutro!
span;;1055;5885;False;False;False;False;False;do domu:
button;add-to-cart add-to-cart-big btn-type-add_to_cart js-add-to-cart selenium-add_to_cart-button;1033;5913;False;False;False;False;False;do koszyka
a;js-save-keyword selenium-lp-product-link;409;6023;True;False;False;True;False;samsung qled qe49q67rat
em;;498;6054;False;False;False;True;False;(19 opinii)
a;;564;6056;True;False;False;False;False;telewizor qled
a;product-brand;649;6056;True;False;False;False;False;samsung
a;energy-card js-energy-card;786;6086;True;False;False;False;False;karta produktu
a;js-dictionary;679;6189;True;False;False;False;False;ekran
span;attribute-value;715;6189;False;False;False;True;False;49 cali, 4k uhd, 3840 x 2160
a;js-dictionary;679;6209;True;False;False;False;False;smart tv
span;attribute-value;732;6209;False;False;False;False;False;tak
span;attribute-name;679;6229;False;False;False;False;False;funkcje
a;fancydict;726;6229;True;False;False;False;False;hdr
a;fancydict;757;6229;True;False;False;False;False;smart
a;fancydict;794;6229;True;False;False;False;False;wi-fi
a;fancydict;829;6229;True;False;False;False;False;dlna
a;fancydict;867;6229;True;False;False;False;False;usb - multimedia
a;fancydict;679;6229;True;False;False;False;False;usb - nagrywanie
a;fancydict;745;6244;True;False;False;False;False;bluetooth
a;fancydict;805;6244;True;False;False;False;False;obsługa głosowa
a;fancydict;898;6244;True;False;False;True;False;hdmi x4
a;fancydict;951;6244;True;False;False;True;False;usb x2
div;name;695;6286;False;False;False;False;False;ekran:
div;value;740;6286;False;False;False;True;False;49 cali
a;
											variant-item
											js-variant-item
											 active-item variant-one
											;685;6320;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;6357;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;6394;True;False;False;False;False;
a;depositories-button js-depositories;627;6340;True;False;False;False;False;obejrzyj w sklepie
a;call-button js-call;772;6339;True;False;False;False;False;zadzwoń i zamów
span;tab-price;1166;6025;False;True;False;True;True;- 2 916 zł
div;price-normal selenium-price-normal;1033;6051;False;True;False;True;True;3 599 zł
span;price-instalments-label;1072;6121;False;False;False;False;True;raty:
a;price-instalments selenium-price-instalments js-scroll-by-hash;1125;6121;True;True;True;True;True;71,98 zł x 50 rat 0%
a;;1033;6226;True;False;False;False;False;darmowy transport
a;shop-delivery-action js-shop-delivery;1033;6251;True;False;False;False;False;do odbioru: już jutro!
span;;1055;6277;False;False;False;False;False;do domu:
button;add-to-cart add-to-cart-big btn-type-add_to_cart js-add-to-cart selenium-add_to_cart-button;1033;6304;False;False;False;False;False;do koszyka
a;js-save-keyword selenium-lp-product-link;409;6395;True;False;False;True;False;samsung ue55ru7472u
em;;498;6426;False;False;False;True;False;(3 opinie)
a;;560;6428;True;False;False;False;False;telewizor led
a;product-brand;635;6428;True;False;False;False;False;samsung
a;energy-card js-energy-card;786;6458;True;False;False;False;False;karta produktu
a;js-dictionary;679;6561;True;False;False;False;False;ekran
span;attribute-value;715;6561;False;False;False;True;False;55 cali, 4k uhd, 3840 x 2160
a;js-dictionary;679;6581;True;False;False;False;False;smart tv
span;attribute-value;732;6581;False;False;False;False;False;tak
a;js-dictionary;679;6601;True;False;False;False;False;częstotliwość odświeżania ekranu
span;attribute-value;863;6601;False;False;False;True;False;50 hz
span;attribute-name;679;6621;False;False;False;False;False;funkcje
a;fancydict;726;6621;True;False;False;False;False;hdr
a;fancydict;757;6621;True;False;False;False;False;smart
a;fancydict;794;6621;True;False;False;False;False;wi-fi
a;fancydict;829;6621;True;False;False;False;False;dlna
a;fancydict;867;6621;True;False;False;False;False;usb - multimedia
a;fancydict;679;6636;True;False;False;False;False;bluetooth
a;fancydict;739;6636;True;False;False;False;False;obsługa głosowa
a;fancydict;832;6636;True;False;False;True;False;hdmi x3
a;fancydict;885;6636;True;False;False;True;False;usb x2
div;name;695;6678;False;False;False;False;False;ekran:
div;value;740;6678;False;False;False;True;False;55 cali
a;
											variant-item
											js-variant-item
											 variant-one
											;685;6712;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;6749;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 active-item variant-one
											;685;6786;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;6823;True;False;False;False;False;
a;depositories-button js-depositories;627;6715;True;False;False;False;False;obejrzyj w sklepie
a;call-button js-call;772;6714;True;False;False;False;False;zadzwoń i zamów
div;price-normal selenium-price-normal;1033;6386;False;True;False;True;True;3 099 zł
span;price-instalments-label;1072;6456;False;False;False;False;True;raty:
a;price-instalments selenium-price-instalments js-scroll-by-hash;1125;6456;True;True;True;True;True;61,98 zł x 50 rat 0%
a;;1033;6561;True;False;False;False;False;darmowy transport
a;shop-delivery-action js-shop-delivery;1033;6586;True;False;False;False;False;do odbioru: już jutro!
span;;1055;6612;False;False;False;False;False;do domu:
button;add-to-cart add-to-cart-big btn-type-add_to_cart js-add-to-cart selenium-add_to_cart-button;1033;6640;False;False;False;False;False;do koszyka
a;js-save-keyword selenium-lp-product-link;409;6770;True;False;False;True;False;samsung ue43ru7102k
em;;498;6801;False;False;False;True;False;(21 opinii)
a;;564;6803;True;False;False;False;False;telewizor led
a;product-brand;639;6803;True;False;False;False;False;samsung
a;energy-card js-energy-card;786;6833;True;False;False;False;False;karta produktu
a;js-dictionary;679;6936;True;False;False;False;False;ekran
span;attribute-value;715;6936;False;False;False;True;False;43 cale, 4k uhd, 3840 x 2160
a;js-dictionary;679;6956;True;False;False;False;False;smart tv
span;attribute-value;732;6956;False;False;False;False;False;tak
a;js-dictionary;679;6976;True;False;False;False;False;częstotliwość odświeżania ekranu
span;attribute-value;863;6976;False;False;False;True;False;50 hz
span;attribute-name;679;6996;False;False;False;False;False;funkcje
a;fancydict;726;6996;True;False;False;False;False;hdr
a;fancydict;757;6996;True;False;False;False;False;smart
a;fancydict;794;6996;True;False;False;False;False;wi-fi
a;fancydict;829;6996;True;False;False;False;False;dlna
a;fancydict;867;6996;True;False;False;False;False;usb - multimedia
a;fancydict;679;7011;True;False;False;False;False;bluetooth
a;fancydict;739;7011;True;False;False;True;False;hdmi x3
a;fancydict;792;7011;True;False;False;True;False;usb x2
div;name;695;7053;False;False;False;False;False;ekran:
div;value;740;7053;False;False;False;True;False;43 cale
a;
											variant-item
											js-variant-item
											 active-item variant-one
											;685;7087;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7124;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7161;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7198;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7235;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7272;True;False;False;False;False;
a;depositories-button js-depositories;627;7090;True;False;False;False;False;obejrzyj w sklepie
a;call-button js-call;772;7089;True;False;False;False;False;zadzwoń i zamów
div;price-normal selenium-price-normal;1033;6761;False;True;False;True;True;1 799 zł
span;price-instalments-label;1072;6831;False;False;False;False;True;raty:
a;price-instalments selenium-price-instalments js-scroll-by-hash;1125;6831;True;True;True;True;True;59,97 zł x 30 rat 0%
a;;1033;6936;True;False;False;False;False;darmowy transport
a;shop-delivery-action js-shop-delivery;1033;6961;True;False;False;False;False;do odbioru: już jutro!
span;;1055;6987;False;False;False;False;False;do domu:
button;add-to-cart add-to-cart-big btn-type-add_to_cart js-add-to-cart selenium-add_to_cart-button;1033;7015;False;False;False;False;False;do koszyka
a;js-save-keyword selenium-lp-product-link;409;7145;True;False;False;True;False;samsung ue43ru7472u
em;;498;7176;False;False;False;True;False;(50 opinii)
a;;564;7178;True;False;False;False;False;telewizor led
a;product-brand;639;7178;True;False;False;False;False;samsung
a;energy-card js-energy-card;786;7208;True;False;False;False;False;karta produktu
a;js-dictionary;679;7311;True;False;False;False;False;ekran
span;attribute-value;715;7311;False;False;False;True;False;43 cale, 4k uhd, 3840 x 2160
a;js-dictionary;679;7331;True;False;False;False;False;smart tv
span;attribute-value;732;7331;False;False;False;False;False;tak
a;js-dictionary;679;7351;True;False;False;False;False;częstotliwość odświeżania ekranu
span;attribute-value;863;7351;False;False;False;True;False;50 hz
span;attribute-name;679;7371;False;False;False;False;False;funkcje
a;fancydict;726;7371;True;False;False;False;False;hdr
a;fancydict;757;7371;True;False;False;False;False;smart
a;fancydict;794;7371;True;False;False;False;False;wi-fi
a;fancydict;829;7371;True;False;False;False;False;dlna
a;fancydict;867;7371;True;False;False;False;False;usb - multimedia
a;fancydict;679;7386;True;False;False;False;False;bluetooth
a;fancydict;739;7386;True;False;False;False;False;obsługa głosowa
a;fancydict;832;7386;True;False;False;True;False;hdmi x3
a;fancydict;885;7386;True;False;False;True;False;usb x2
div;name;695;7428;False;False;False;False;False;ekran:
div;value;740;7428;False;False;False;True;False;43 cale
a;
											variant-item
											js-variant-item
											 active-item variant-one
											;685;7462;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7499;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7536;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7573;True;False;False;False;False;
a;depositories-button js-depositories;627;7465;True;False;False;False;False;obejrzyj w sklepie
a;call-button js-call;772;7464;True;False;False;False;False;zadzwoń i zamów
span;tab-price;1166;7147;False;True;False;True;True;- 2 223 zł
div;price-normal selenium-price-normal;1033;7173;False;True;False;True;True;2 339 zł
span;price-instalments-label;1072;7243;False;False;False;False;True;raty:
a;price-instalments selenium-price-instalments js-scroll-by-hash;1125;7243;True;True;True;True;True;46,78 zł x 50 rat 0%
a;;1033;7348;True;False;False;False;False;darmowy transport
a;shop-delivery-action js-shop-delivery;1033;7373;True;False;False;False;False;do odbioru: już jutro!
span;;1055;7399;False;False;False;False;False;do domu:
button;add-to-cart add-to-cart-big btn-type-add_to_cart js-add-to-cart selenium-add_to_cart-button;1033;7426;False;False;False;False;False;do koszyka
a;js-save-keyword selenium-lp-product-link;409;7520;True;False;False;True;False;samsung ue55ru7102k
em;;498;7551;False;False;False;True;False;(1 opinia)
a;;560;7553;True;False;False;False;False;telewizor led
a;product-brand;635;7553;True;False;False;False;False;samsung
a;energy-card js-energy-card;786;7583;True;False;False;False;False;karta produktu
a;js-dictionary;679;7686;True;False;False;False;False;ekran
span;attribute-value;715;7686;False;False;False;True;False;55 cali, 4k uhd, 3840 x 2160
a;js-dictionary;679;7706;True;False;False;False;False;smart tv
span;attribute-value;732;7706;False;False;False;False;False;tak
a;js-dictionary;679;7726;True;False;False;False;False;częstotliwość odświeżania ekranu
span;attribute-value;863;7726;False;False;False;True;False;50 hz
span;attribute-name;679;7746;False;False;False;False;False;funkcje
a;fancydict;726;7746;True;False;False;False;False;hdr
a;fancydict;757;7746;True;False;False;False;False;smart
a;fancydict;794;7746;True;False;False;False;False;wi-fi
a;fancydict;829;7746;True;False;False;False;False;dlna
a;fancydict;867;7746;True;False;False;False;False;usb - multimedia
a;fancydict;679;7761;True;False;False;False;False;bluetooth
a;fancydict;739;7761;True;False;False;True;False;hdmi x3
a;fancydict;792;7761;True;False;False;True;False;usb x2
div;name;695;7803;False;False;False;False;False;ekran:
div;value;740;7803;False;False;False;True;False;55 cali
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7837;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7874;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 active-item variant-one
											;685;7911;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7948;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;7985;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;8022;True;False;False;False;False;
a;depositories-button js-depositories;627;7840;True;False;False;False;False;obejrzyj w sklepie
a;call-button js-call;772;7839;True;False;False;False;False;zadzwoń i zamów
span;tab-price;1166;7522;False;True;False;True;True;- 2 250 zł
div;price-normal selenium-price-normal;1033;7548;False;True;False;True;True;2 499 zł
span;price-instalments-label;1072;7618;False;False;False;False;True;raty:
a;price-instalments selenium-price-instalments js-scroll-by-hash;1125;7618;True;True;True;True;True;62,47 zł x 40 rat 0%
a;;1033;7723;True;False;False;False;False;darmowy transport
a;shop-delivery-action js-shop-delivery;1033;7748;True;False;False;False;False;do odbioru: już jutro!
span;;1055;7774;False;False;False;False;False;do domu:
button;add-to-cart add-to-cart-big btn-type-add_to_cart js-add-to-cart selenium-add_to_cart-button;1033;7801;False;False;False;False;False;do koszyka
a;js-save-keyword selenium-lp-product-link;409;7895;True;False;False;True;False;lg oled65c8pla
em;;498;7926;False;False;False;True;False;(35 opinii)
a;;564;7928;True;False;False;False;False;telewizor oled
a;product-brand;649;7928;True;False;False;False;False;lg
a;energy-card js-energy-card;786;7958;True;False;False;False;False;karta produktu
a;js-dictionary;679;8061;True;False;False;False;False;ekran
span;attribute-value;715;8061;False;False;False;True;False;65 cali, 4k uhd, 3840 x 2160
a;js-dictionary;679;8081;True;False;False;False;False;smart tv
span;attribute-value;732;8081;False;False;False;False;False;tak
a;js-dictionary;679;8101;True;False;False;False;False;częstotliwość odświeżania ekranu
span;attribute-value;863;8101;False;False;False;True;False;100 hz
span;attribute-name;679;8121;False;False;False;False;False;funkcje
a;fancydict;726;8121;True;False;False;False;False;hdr
a;fancydict;757;8121;True;False;False;False;False;smart
a;fancydict;794;8121;True;False;False;False;False;wi-fi
a;fancydict;829;8121;True;False;False;False;False;dlna
a;fancydict;867;8121;True;False;False;False;False;usb - multimedia
a;fancydict;679;8121;True;False;False;False;False;usb - nagrywanie
a;fancydict;745;8136;True;False;False;False;False;timeshift
a;fancydict;801;8136;True;False;False;False;False;bluetooth
a;fancydict;861;8136;True;False;False;False;False;obsługa głosowa
a;fancydict;679;8136;True;False;False;True;False;hdmi x4
a;fancydict;697;8151;True;False;False;True;False;usb x3
div;name;695;8193;False;False;False;False;False;ekran:
div;value;740;8193;False;False;False;True;False;65 cali
a;
											variant-item
											js-variant-item
											 variant-one
											;685;8227;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 active-item variant-one
											;685;8264;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;8301;True;False;False;False;False;
a;depositories-button js-depositories;627;8230;True;False;False;False;False;obejrzyj w sklepie
a;call-button js-call;772;8229;True;False;False;False;False;zadzwoń i zamów
div;price-normal selenium-price-normal;1033;7886;False;True;False;True;True;8 799 zł
span;price-instalments-label;1064;7956;False;False;False;False;True;raty:
a;price-instalments selenium-price-instalments js-scroll-by-hash;1117;7956;True;True;True;True;True;175,98 zł x 50 rat 0%
a;;1033;8061;True;False;False;False;False;darmowy transport
a;shop-delivery-action js-shop-delivery;1033;8086;True;False;False;False;False;do odbioru: już jutro!
span;;1055;8112;False;False;False;False;False;do domu:
button;add-to-cart add-to-cart-big btn-type-add_to_cart js-add-to-cart selenium-add_to_cart-button;1033;8140;False;False;False;False;False;do koszyka
a;js-save-keyword selenium-lp-product-link;409;8285;True;False;False;True;False;philips 55oled803/12
em;;498;8316;False;False;False;True;False;(73 opinie)
a;;567;8318;True;False;False;False;False;telewizor oled
a;product-brand;652;8318;True;False;False;False;False;philips
a;energy-card js-energy-card;786;8348;True;False;False;False;False;karta produktu
a;js-dictionary;679;8451;True;False;False;False;False;ekran
span;attribute-value;715;8451;False;False;False;True;False;55 cali, 4k uhd, 3840 x 2160
a;js-dictionary;679;8471;True;False;False;False;False;smart tv
span;attribute-value;732;8471;False;False;False;False;False;tak
a;js-dictionary;679;8491;True;False;False;False;False;częstotliwość odświeżania ekranu
span;attribute-value;863;8491;False;False;False;True;False;100 hz
span;attribute-name;679;8511;False;False;False;False;False;funkcje
a;fancydict;726;8511;True;False;False;False;False;hdr
a;fancydict;757;8511;True;False;False;False;False;android tv
a;fancydict;824;8511;True;False;False;False;False;smart
a;fancydict;861;8511;True;False;False;False;False;wi-fi
a;fancydict;896;8511;True;False;False;False;False;dlna
a;fancydict;679;8511;True;False;False;False;False;usb - multimedia
a;fancydict;744;8526;True;False;False;False;False;usb - nagrywanie
a;fancydict;841;8526;True;False;False;False;False;bluetooth
a;fancydict;901;8526;True;False;False;False;False;obsługa głosowa
a;fancydict;679;8541;True;False;False;False;False;ambilight
a;fancydict;737;8541;True;False;False;True;False;hdmi x4
a;fancydict;790;8541;True;False;False;True;False;usb x2
div;name;695;8583;False;False;False;False;False;ekran:
div;value;740;8583;False;False;False;True;False;55 cali
a;
											variant-item
											js-variant-item
											 active-item variant-one
											;685;8617;True;False;False;False;False;
a;
											variant-item
											js-variant-item
											 variant-one
											;685;8654;True;False;False;False;False;
a;depositories-button js-depositories;627;8620;True;False;False;False;False;obejrzyj w sklepie
a;call-button js-call;772;8619;True;False;False;False;False;zadzwoń i zamów
div;price-normal selenium-price-normal;1033;8276;False;True;False;True;True;5 999 zł
span;price-instalments-label;1064;8346;False;False;False;False;True;raty:
a;price-instalments selenium-price-instalments js-scroll-by-hash;1117;8346;True;True;True;True;True;119,98 zł x 50 rat 0%
a;;1033;8451;True;False;False;False;False;wejdź do sklepu philips!
a;;1033;8471;True;False;False;False;False;darmowy transport
a;shop-delivery-action js-shop-delivery;1033;8496;True;False;False;False;False;do odbioru: już jutro!
span;;1055;8522;False;False;False;False;False;do domu:
button;add-to-cart add-to-cart-big btn-type-add_to_cart js-add-to-cart selenium-add_to_cart-button;1033;8550;False;False;False;False;False;do koszyka
a;js-save-keyword selenium-lp-product-link;409;8675;True;False;False;True;False;philips 50pus7334/12
em;;498;8706;False;False;False;True;False;(3 opinie)
a;;560;8708;True;False;False;False;False;telewizor led
a;product-brand;635;8708;True;False;False;False;False;philips
span;product-status nowosc;393;8738;False;False;False;False;False;nowość
a;energy-card js-energy-card;786;8738;True;False;False;False;False;karta produktu
a;js-dictionary;679;8841;True;False;False;False;False;ekran
span;attribute-value;715;8841;False;False;False;True;False;50 cali, 4k uhd, 3840 x 2160
a;js-dictionary;679;8861;True;False;False;False;False;smart tv
span;attribute-value;732;8861;False;False;False;False;False;tak
a;js-dictionary;679;8881;True;False;False;False;False;częstotliwość odświeżania ekranu
span;attribute-value;863;8881;False;False;False;True;False;50 hz
span;attribute-name;679;8901;False;False;False;False;False;funkcje
a;fancydict;726;8901;True;False;False;False;False;hdr
a;fancydict;757;8901;True;False;False;False;False;android tv
a;fancydict;824;8901;True;False;False;False;False;smart
a;fancydict;861;8901;True;False;False;False;False;wi-fi
a;fancydict;896;8901;True;False;False;False;False;usb - multimedia
a;fancydict;679;8916;True;False;False;False;False;usb - nagrywanie
a;fancydict;776;8916;True;False;False;False;False;bluetooth
a;fancydict;836;8916;True;False;False;False;False;obsługa głosowa
a;fancydict;929;8916;True;False;False;False;False;ambilight
a;fancydict;679;8931;True;False;False;True;False;hdmi x4
a;fancydict;732;8931;True;False;False;True;False;usb x2
div;name;695;8973;False;False;False;False;False;ekran:
